autoDraftTypeId,id,lineupSlotId,memberId,overallPickNumber,roundId,roundPickNumber
0,198,20,{REDACTED-ESPN-MEMBER-ID},198,15,2
0,199,20,{REDACTED-ESPN-MEMBER-ID},199,15,3
1,200,20,,200,15,4
3,201,20,,201,15,5
0,202,20,{REDACTED-ESPN-MEMBER-ID},202,15,6
0,203,20,{REDACTED-ESPN-MEMBER-ID},203,15,7
1,204,20,,204,15,8
0,205,17,{REDACTED-ESPN-MEMBER-ID},205,15,9
0,206,20,{REDACTED-ESPN-MEMBER-ID},206,15,10
1,207,0,,207,15,11
3,208,20,,208,15,12
3,209,20,,209,15,13
0,210,20,{REDACTED-ESPN-MEMBER-ID},210,15,14
0,211,20,{REDACTED-ESPN-MEMBER-ID},211,16,1
3,212,20,,212,16,2
3,213,0,,213,16,3
1,214,20,,214,16,4
0,215,20,{REDACTED-ESPN-MEMBER-ID},215,16,5
0,216,16,{REDACTED-ESPN-MEMBER-ID},216,16,6
1,217,20,,217,16,7
0,218,20,{REDACTED-ESPN-MEMBER-ID},218,16,8
0,219,20,{REDACTED-ESPN-MEMBER-ID},219,16,9
3,220,20,,220,16,10
1,221,20,,221,16,11
1,222,20,,222,16,12
0,223,20,{REDACTED-ESPN-MEMBER-ID},223,16,13
0,224,20,{REDACTED-ESPN-MEMBER-ID},224,16,14
